"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"Postdoctoral Position: Atomistic Modeling of Terahertz Spectroscopy";"Established Researcher (R3) , Recognised Researcher (R2)";"University of Luxembourg";"Chemistry ,Physics";"40";"Luxembourg";"Limpertsberg";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-100323&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/699616"
"Laboratory Associate (# of pos: 2)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC";"Biological sciences ,Medical sciences ,Technology";"";"Hungary";"Budapest";"mailto:martonszucs@mukkozpont.hu";"https://euraxess.ec.europa.eu/jobs/698179"
"PostDoc P-LEACH Position 2: ""Physiology and metabolomics of bivalves (Biology)"" (m/f/d)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research (AWI)";"Biological sciences ,Technology";"";"Germany";"Bremerhaven";"https://recruitingapp-5442.de.umantis.com/Vacancies/928/Description/2?lang=eng";"https://euraxess.ec.europa.eu/jobs/697768"
"PostDoc P-LEACH Position 2: ""Physiology and metabolomics of bivalves (Biology)"" (m/f/d)";"Recognised Researcher (R2) , Established Researcher (R3)";"Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung";"Environmental science";"";"Germany";"Bremerhaven";"mailto:personal@awi.de";"https://euraxess.ec.europa.eu/jobs/696977"
"Software Engineer - High Performance Computing / Large Scale Neural Language Processing / Machine...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Astronomy ,Computer science ,Engineering ,Mathematics ,Physics ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021-361-EN-JSC.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/685783"
"Software Engineer - High Performance Computing / Large Scale Neural Language Processing / Machine...";"Recognised Researcher (R2) , Established Researcher (R3)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/685178"
"PhD or Postdoc in Bioinformatics: multimodal machine learning for molecular signatures of human...";"First Stage Researcher (R1) , Recognised Researcher (R2)";"Delft University of Technology (TUDelft)";"Computer science";"38-40";"Netherlands";"Delft";"https://www.tudelft.nl/over-tu-delft/werken-bij-tu-delft/vacatures/details/?nPostingId=1697&nPostingTargetId=3994&id=QEZFK026203F3VBQBLO6G68W9&LG=UK&mask=external";"https://euraxess.ec.europa.eu/jobs/693023"
"Researcher at The Faculty of Medicine, Department of Clinical Science";"Established Researcher (R3)";"University of Bergen";"Medical sciences, Medicine";"37,5";"Norway";"Bergen";"https://www.jobbnorge.no/en/available-jobs/job/214330/forsker-100";"https://euraxess.ec.europa.eu/jobs/701701"
"Postdoc­toral Re­search­er/University Re­search­er";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF HELSINKI";"Economics ,Ethics in social sciences ,Mathematics ,Sociology";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269659/postdoc-toral-re-search-er-university-re-search-er/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/700908"
"Personal Scientific Officer";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Biological sciences ,Computer science ,Juridical sciences ,Medical sciences";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=100063&nPostingId=68776";"https://euraxess.ec.europa.eu/jobs/700001"
"Researcher in time-resolved crystallography of photoactive proteins";"Established Researcher (R3)";"University of Gothenburg";"Chemistry, Molecular chemistry ,Chemistry, Chemistry, Other";"";"Sweden";"Göteborg";"https://web103.reachmee.com/ext/I005/1035/main?site=7&validator=9b89bead79bb7258ad55c8d75228e5b7&lang=UK&rmpage=job&rmjob=22392";"https://euraxess.ec.europa.eu/jobs/698688"
"Group Leaders - Functional Genomics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Medical sciences ,Technology";"";"Italy";"MILANO";"https://careers.humantechnopole.it/o/group-leaders-functional-genomics";"https://euraxess.ec.europa.eu/jobs/697502"
"Postdoctoral Researcher – 3D Printing of Microdevices for Acoustic Mediated Neural Stimulation,...";"Established Researcher (R3) , Recognised Researcher (R2)";"National University of Ireland, Galway";"Engineering, Biomedical engineering";"39";"Ireland";"Galway";"mailto:curam@nuigalway.ie";"https://euraxess.ec.europa.eu/jobs/687503"
"Eventmanager for Helmholtz AI (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Communication sciences ,Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/592cbb6ca38bb1188d67346fceaa6ed19738bc34?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684300"
"Postdoctoral Position – Exploring the stress response pathways linked to neurodegeneration";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Flanders Institute for Biotechnology (VIB)";"Biological sciences ,Chemistry ,Technology";"";"Belgium";"Antwerp";"https://jobs.vib.be/j/36767/postdoctoral-position-exploring-the-stress-response-pathways-linked-to-neurodegeneration?source=naturecareers";"https://euraxess.ec.europa.eu/jobs/684738"
"Post-doctoral position (three years) NuMeA Lab Regulation of feeding behaviour in rainbow trout";"Established Researcher (R3) , Recognised Researcher (R2)";"INRAE, UMR1419 Nutrition Metabolisme Aquaculture";"Biological sciences";"38";"France";"Saint-Pée-sur-Nivelle";"mailto:jerome.roy@inrae.fr";"https://euraxess.ec.europa.eu/jobs/692852"
"University Professor of Molecular Biotechnology";"";"";"";"";"";"";"https://stellenboerse.uni-mainz.de/HPv3.ApplicationForm/ShortApply/Index/21962?st=yxASN63H1EixkxXq7dQyVg&ut=yU8%2BppppTUy37pt/DzR0zQ";"https://euraxess.ec.europa.eu/jobs/696464"
"Sano PhD Student - Project title: Generation and analysis of microscopy images compared to other...";"First Stage Researcher (R1)";"Sano Centre for Computational Personalized Medicine";"Computer science";"40";"Poland";"Kraków";"https://sano.elevato.net/en/sano-phd-position-generation-and-analysis-of-microscopy-images-compared-to-other-modalities,ja,86";"https://euraxess.ec.europa.eu/jobs/701867"
"adjunct";"First Stage Researcher (R1) , Recognised Researcher (R2)";"University of Gdansk";"Geosciences, Other";"40";"Poland";"Gdynia";"https://oig.ug.edu.pl/";"https://euraxess.ec.europa.eu/jobs/698881"
"Scientific full-stack Python software developer";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Biological sciences ,Computer science ,Medical sciences";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=99339&nPostingId=63239";"https://euraxess.ec.europa.eu/jobs/700009"
"Post-Doctoral Research Fellow in Marine Genomics";"Recognised Researcher (R2)";"University of Agder (UiA)";"Biological sciences, Environmental science, Ecology";"38";"Norway";"Kristiansand S";"https://academicpositions.com/ad/university-of-agder-uia/2021/post-doctoral-research-fellow-in-marine-genomics/164781";"https://euraxess.ec.europa.eu/jobs/697281"
"2-yr postdoc on “Macroecology for tree conservation and restoration";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Aarhus University (AU)";"Biological sciences ,Environmental science ,Technology";"";"Denmark";"Aarhus C";"https://au.career.emply.com/apply/2-yr-postdoc-on-macroecology-for-tree-conservation-and-restoration/hhccdh";"https://euraxess.ec.europa.eu/jobs/695001"
"Two Postdoctoral Research Fellowships in Statistical Machine Learning and Signal Processing";"Recognised Researcher (R2)";"NTNU Norwegian University of Science and Technology";"Computer science ,Engineering ,Mathematics ,Technology";"37,5";"Norway";"Trondheim";"https://www.jobbnorge.no/en/available-jobs/job/214345/two-postdoctoral-research-fellowships-in-statistical-machine-learning-and-signal-processing";"https://euraxess.ec.europa.eu/jobs/702792"
"Research Associate / Research Fellow in Medical Statistics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"KINGS COLLEGE LONDON";"Biological sciences ,Educational sciences ,Environmental science ,Ethics in natural sciences ,Ethics in physical sciences ,Ethics in social sciences ,Geosciences ,Information science ,Medical sciences ,Sociology";"";"United Kingdom";"London (Greater) (GB)";"https://www.timeshighereducation.com/unijobs/listing/269914/research-associate-research-fellow-in-medical-statistics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/701980"
"Post-Doctoral Researcher Mammalian Synthetic Biology";"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Medical sciences";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/303424/post-doctoral-researcher-mammalian-synthetic-biology/apply/#apply";"https://euraxess.ec.europa.eu/jobs/671541"
"Understanding RNA-related mechanisms and dysregulation in leukemia";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Ghent University (UGent)";"Biological sciences ,Chemistry ,Medical sciences ,Technology";"";"Belgium";"Ghent";"mailto:panagiotis.ntziachristos@ugent.be";"https://euraxess.ec.europa.eu/jobs/697764"
"12-16 PhD positions for Medical Doctors in the International PhD programme Emerald";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Flanders Institute for Biotechnology (VIB)";"Biological sciences ,Medical sciences ,Technology";"";"Belgium";"Ghent";"https://jobs.vib.be/j/40607/12-16-phd-positions-for-medical-doctors-in-the-international-phd-programme-emerald?source=naturecareers";"https://euraxess.ec.europa.eu/jobs/683979"
"Postdoc in Aeromicrobiology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Aarhus University (AU)";"Biological sciences ,Chemistry ,Engineering ,Environmental science ,Physics ,Technology";"";"Denmark";"Aarhus C";"https://au.career.emply.com/apply/postdoc-in-aeromicrobiology/pfuw7h";"https://euraxess.ec.europa.eu/jobs/698733"
"Postdoc positions Advanced Multifunctional Materials Science (# of pos: 10)";"Recognised Researcher (R2)";"National Centre for Nuclear Research";"Physics";"40";"Poland";"Otwock";"mailto:magdalena.jedrkiewicz@ncbj.gov.pl";"https://euraxess.ec.europa.eu/jobs/700712"
"Tenure Track";"Established Researcher (R3)";"Rectorate";"Economics, Business economics ,Economics, Transport economics ,Mathematics, Statistics";"40";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/702559"
"Researcher (reference MED-14)";"First Stage Researcher (R1)";"UNIVERSIDADE DE ÉVORA";"Biological sciences, Other";"35";"Portugal";"Évora";"mailto:drhsc@uevora.pt";"https://euraxess.ec.europa.eu/jobs/700746"
"Aarhus University is hiring Assistant and Associate Professors to contribute to the future of the...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Aarhus University (AU)";"Computer science ,Philosophy ,Technology";"";"Denmark";"Aarhus C";"https://au.emply.net/recruitment/vacancyApply.aspx?publishingId=95fdeacc-3661-4a94-a28f-c52abfcbb8ed";"https://euraxess.ec.europa.eu/jobs/687706"
"Postdoc - Project Leader QC Cellular Therapies";"Recognised Researcher (R2)";"The Netherlands Cancer Institute";"Medical sciences ,Physics ,Technology";"36.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/305369/postdoc-project-leader-qc-cellular-therapies/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697460"
"Assistant Professor of Human Dimensions of Biodiversity Conservation";"Established Researcher (R3) , Leading Researcher (R4)";"The University of British Columbia (UBC)";"Economics";"40";"Canada";"Vancouver";"https://ubc.wd10.myworkdayjobs.com/en-US/ubcfacultyjobs/job/UBC-Vancouver-Campus/Assistant-Professor--Human-Dimensions-of-Biodiversity-Conservation_JR4764";"https://euraxess.ec.europa.eu/jobs/699944"
"Full Stack Developer";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"European Molecular Biology Laboratory (EMBL)";"Biological sciences ,Engineering ,Medical sciences ,Technology";"";"United Kingdom";"Hinxton, Cambridge";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=QHPFK026203F3VBQB688N79SB-4609&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/691905"
"Postdoctoral Researcher – 3D Printing of Microdevices for Acoustic Mediated Neural Stimulation,...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"National University of Ireland Galway (NUI Galway)";"Engineering ,Medical sciences ,Technology";"";"Ireland";"Galway";"http://www.nuigalway.ie/about-us/jobs/";"https://euraxess.ec.europa.eu/jobs/691238"
"Postdoc in atmospheric chemistry with application in chemical ionisation mass spectrometry";"Established Researcher (R3)";"University of Gothenburg";"Chemistry, Molecular chemistry";"";"Sweden";"Göteborg";"https://web103.reachmee.com/ext/I005/1035/main?site=7&validator=9b89bead79bb7258ad55c8d75228e5b7&lang=UK&rmpage=job&rmjob=20891";"https://euraxess.ec.europa.eu/jobs/648586"
"M-2133- POST-DOCTORAL POSITION IN LASER BASED NEUTRAL GAS FLOW DIAGNOSTICS";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Luxembourg Institute of Science and Technology (LIST)";"Biological sciences ,Computer science ,Engineering ,Physics ,Technology";"";"Luxembourg";"Esch-Sur-Alzette";"https://app.skeeled.com/offer/61780282ba127c095ebb1f31?language=en&show_description=true";"https://euraxess.ec.europa.eu/jobs/702071"
"DTU Tenure Track Assistant Professor Analytical Food Chemistry";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Technical University of Denmark (DTU)";"Chemistry ,Engineering ,Technology";"";"Denmark";"2800 Kgs. Lyngby";"https://www.dtu.dk/english/About/JOB-and-CAREER/vacant-positions/";"https://euraxess.ec.europa.eu/jobs/702074"
"Researcher (Head of Unit) in therapeutic antibody discovery";"Recognised Researcher (R2)";"KTH Royal Institute of Technology";"Biological sciences, Technology, Biotechnology";"38";"Sweden";"Stockholm";"https://academicpositions.com/ad/kth-royal-institute-of-technology/2021/researcher-head-of-unit-in-therapeutic-antibody-discovery/165038";"https://euraxess.ec.europa.eu/jobs/700799"
"Doctoral student in Medical Science - Microbiology and antibiotic resistance";"First Stage Researcher (R1)";"University of Gothenburg";"Medical sciences, Medicine";"";"Sweden";"Göteborg";"https://web103.reachmee.com/ext/I005/1035/main?site=7&validator=9b89bead79bb7258ad55c8d75228e5b7&lang=UK&rmpage=job&rmjob=22058";"https://euraxess.ec.europa.eu/jobs/695482"
"Post-Doc position for plant diversity and vegetation modelling (m/f/d)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Leibniz Potsdam Institute for Climate Impact Research (PIK)";"Biological sciences ,Computer science ,Environmental science ,Physics";"";"Germany";"Potsdam";"https://relaxx.center/r/3356bca578ab41d58bf6f652b4feadab?pid=1299073&mpid=1090837&prid=19147&tid=30";"https://euraxess.ec.europa.eu/jobs/702587"
"POSTDOCTORAL POSITION ON “COMBINATORIAL, HIGH-THROUGHPUT ORGANOID SCREENS FOR PERSONALIZED MEDICINE”";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"KU Leuven";"Biological sciences ,Computer science ,Engineering ,Technology";"";"Belgium";"Leuven";"https://www.kuleuven.be/personeel/jobsite/jobs/60068331?hl=en&lang=en";"https://euraxess.ec.europa.eu/jobs/702589"
"Assistant Professor in Developmental Neurobiology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Medical University of Vienna (MUW)";"Medical sciences ,Neurosciences";"";"Austria";"Vienna";"mailto:faculty-recruiting@meduniwien.ac.at";"https://euraxess.ec.europa.eu/jobs/699158"
"limited term W 2-Professorship (six years) tenure track in Theoretical Oceanography";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Centre for Ocean Research Kiel (GEOMAR)";"Computer science ,Mathematics ,Physics";"";"Germany";"Kiel";"https://www.geomar.de/en/karriere/job-single-en/limited-term-w-2-professorship-six-years-tenure-track-in-theoretical-oceanography";"https://euraxess.ec.europa.eu/jobs/697765"
"Personal scientific officer to the LCSB Director";"Recognised Researcher (R2)";"University of Luxembourg";"Biological sciences ,Chemistry ,Ethics in natural sciences ,Geosciences ,Management sciences ,Physics";"40";"Luxembourg";"Belval";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-100064&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/697161"
"PostDoc P-LEACH Position 1: ""Analysis of micro- and plastics formed by environmental plastics (...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research (AWI)";"Technology";"";"Germany";"Helgoland";"https://recruitingapp-5442.de.umantis.com/Vacancies/945/Description/2?lang=eng";"https://euraxess.ec.europa.eu/jobs/697049"
"PostDoc P-LEACH Position 1: ""Analysis of micro- and plastics formed by environmental plastics (...";"Recognised Researcher (R2) , Established Researcher (R3)";"Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung";"Environmental science";"";"Germany";"Helgoland";"mailto:personal@awi.de";"https://euraxess.ec.europa.eu/jobs/696434"
"Research Assistant - Architect with Coding Skills";"First Stage Researcher (R1)";"ETH Zurich";"Architecture, Computer science, Programming";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/research-assistant-architect-with-coding-skills/164432";"https://euraxess.ec.europa.eu/jobs/695694"
"Technical Assistant (VMTA/BTA/CTA/MTA or equivalent) (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Computer science ,Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/f2689f0739bef7f63b080732bb1ef3ca1c37c11b?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684277"
"Postdoctoral position in Computational Biochemistry";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Uppsala University (UU)";"Biological sciences ,Chemistry ,Engineering ,Medical sciences ,Pharmacological sciences";"";"Sweden";"Uppsala";"https://uu.varbi.com/en/what:login/type:job/jobID:442807";"https://euraxess.ec.europa.eu/jobs/703054"
"Senior Researcher in Computational Biochemistry";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Uppsala University (UU)";"Biological sciences ,Chemistry ,Engineering ,Medical sciences ,Pharmacological sciences";"";"Sweden";"Uppsala";"https://uu.varbi.com/en/what:login/type:job/jobID:442868";"https://euraxess.ec.europa.eu/jobs/703055"
"Postdoctoral position in Computational Biochemistry";"First Stage Researcher (R1)";"Uppsala universitet";"Biological sciences ,Chemistry";"";"Sweden";"Uppsala";"https://uu.varbi.com/en/what:job/jobID:442807/type:job/where:39/apply:1";"https://euraxess.ec.europa.eu/jobs/703083"
"T/A, Researcher";"First Stage Researcher (R1)";"Uppsala universitet";"Biological sciences ,Chemistry";"";"Sweden";"Uppsala";"https://uu.varbi.com/en/what:job/jobID:442868/type:job/where:39/apply:1";"https://euraxess.ec.europa.eu/jobs/703084"
"The CAIDE Ninian Stephens Law Program - Research Fellow in New Legal Thinking of Emerging Technology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF MELBOURNE";"Engineering ,Juridical sciences";"";"Australia";"";"https://www.timeshighereducation.com/unijobs/listing/269923/the-caide-ninian-stephens-law-program-research-fellow-in-new-legal-thinking-of-emerging-technology/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/701983"
"Postdoctoral Researchers in Ultrasensitive Bolometers and Superconducting Qubits, Experimental";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Aalto University";"Engineering ,Physics ,Technology";"";"Finland";"Espoo";"https://aalto.wd3.myworkdayjobs.com/en-US/aalto/job/Otaniemi-Espoo-Finland/Postdoctoral-Researchers-in-Ultrasensitive-Bolometers-and-Superconducting-Qubits--Experimental_R32113";"https://euraxess.ec.europa.eu/jobs/699546"
"Postdoctoral Researcher";"First Stage Researcher (R1)";"Dublin City University";"Other";"37";"Ireland";"Dublin";"https://www.dcu.ie/hr/vacancies/current.shtml";"https://euraxess.ec.europa.eu/jobs/694231"
"Postdoctoral Researcher in Immuno-Oncology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Flanders Institute for Biotechnology (VIB)";"Biological sciences ,Technology";"";"Belgium";"Leuven";"https://jobs.vib.be/j/41244/postdoctoral-researcher-in-immuno-oncology?source=naturecareers";"https://euraxess.ec.europa.eu/jobs/693829"
"Research Fellow in CRANN/School of Chemistry";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Trinity College Dublin (TCD)";"Chemistry ,Physics";"";"Ireland";"Dublin";"mailto:barcomoj@tcd.ie";"https://euraxess.ec.europa.eu/jobs/693839"
"Two postdoctoral fellowships in ERC project Living with Radiation HRP-IAEA (24 months each, full-... (# of pos: 2)";"Established Researcher (R3)";"Friedrich-Alexander-Universität Erlangen-Nürnberg";"History, History of science";"40,10";"Germany";"Erlangen";"mailto:stgs@fau.de";"https://euraxess.ec.europa.eu/jobs/692583"
"PhD fellowship positions in “Plant ageing” (PA) within the doctoral programme ""Ageing, Regeneration...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Innsbruck";"Biological sciences ,Chemistry ,Medical sciences ,Philosophy";"";"Austria";"Innsbruck";"mailto:dp-ardre@uibk.ac.at";"https://euraxess.ec.europa.eu/jobs/688516"
"Assistant/Associate/Full Professor in Cybersecurity and Dependability - 2021/22";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY";"Engineering";"";"Saudi Arabia";"Thuwal, Saudi Arabia";"https://www.timeshighereducation.com/unijobs/listing/265224/assistant-associate-full-professor-in-cybersecurity-and-dependability-2021-22/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-01";"https://euraxess.ec.europa.eu/jobs/682348"
"Postdoctoral Research Fellowship in Pharmacogenomics and Clinical Pharmacology with a Focus on...";"Recognised Researcher (R2)";"The University of British Columbia (UBC)";"Medical sciences, Medicine ,Pharmacological sciences, Clinical pharmacology";"40";"Canada";"Vancouver";"mailto:admin@popi.ubc.ca";"https://euraxess.ec.europa.eu/jobs/665404"
"PhD Studentship: Using massively parallel mutagenesis to understand protein biophysics and human...";"First Stage Researcher (R1)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/phd-studentship-using-massively-parallel-mutagenesis-understand-protein";"https://euraxess.ec.europa.eu/jobs/702778"
"Postdoctoral Position in Fluid Robotics & Biophysics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG)";"Biological sciences ,Computer science ,Physics ,Technology";"";"Germany";"Dresden";"https://recruitingapp-2443.umantis.com/Vacancies/458/Application/CheckLogin/2?lang=eng";"https://euraxess.ec.europa.eu/jobs/684731"
"Tenure Track";"Established Researcher (R3)";"Rectorate";"Biological sciences, Biological engineering ,Biological sciences, Biology";"40";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/702565"
"Post-doc ""Study of the energy landscape of G Protein-Coupled Receptors"" (M/F)";"First Stage Researcher (R1)";"CNRS";"Biological sciences, Biological engineering ,Chemistry, Biochemistry ,Physics, Biophysics";"35";"France";"PARIS 05";"https://emploi.cnrs.fr/Candidat/Offre/FR550-BRUMIR-008/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/686191"
"Post-doc in the domain of the regulation of the mitochondrial function/dysfunction by focused...";"First Stage Researcher (R1)";"CNRS";"Chemistry, Computational chemistry ,Chemistry, Physical chemistry";"35";"France";"PARIS 05";"https://emploi.cnrs.fr/Candidat/Offre/FR550-BRUMIR-010/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/686178"
"Research Advisor (Impact Evaluation and Communication)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"British Heart Foundation (BHF)";"Communication sciences";"";"United Kingdom";"London";"https://jobs.bhf.org.uk/vacancies/11240/research-advisor-impact-evaluation-and-communication.html";"https://euraxess.ec.europa.eu/jobs/702030"
"One postdoctoral contract ESPLA 2021 (PS-2021-086)";"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,Physics";"37,50";"Spain";"San Cristóbal de La Laguna";"https://iac.sede.gob.es/procedimientos/portada/idp/390/language/en";"https://euraxess.ec.europa.eu/jobs/700757"
"2 year full-time postdoc position in impact-aware robot manipulation";"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305534/2-year-full-time-postdoc-position-in-impact-aware-robot-manipulation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699137"
"Postdoc Position on Single-Molecule Tracking, Imaging and Spectroscopy";"First Stage Researcher (R1)";"Istituto Italiano di Tecnologia";"Engineering, Biomedical engineering ,Physics, Optics";"40";"Italy";"Genoa";"https://iit.taleo.net/careersection/ex/jobdetail.ftl?lang=it&job=2100004Q";"https://euraxess.ec.europa.eu/jobs/703287"
"Post-doc ""Control of translation initiation in bacteria: a transcriptomic study"" (M/F)";"First Stage Researcher (R1)";"CNRS";"Biological sciences, Biology";"35";"France";"PARIS 05";"https://emploi.cnrs.fr/Candidat/Offre/FR550-BRUMIR-002/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/686190"
"Post-doc (up to 5 years after PhD defend)";"Recognised Researcher (R2)";"Wroclaw University of Science and Technology";"Engineering, Materials engineering";"40";"Poland";"Wrocław";"mailto:magdalena.cwikowska@pwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/446120"
