"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"Pro­fessor/As­sist­ant/​As­so­ci­ate Pro­fessor in Soft­ware En­gin­eer­ing";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF HELSINKI";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269660/pro-fessor-as-sist-ant-as-so-ci-ate-pro-fessor-in-soft-ware-en-gin-eer-ing/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/700909"
"Research Grant - FEUP - THEIA-SP4-WP5-BolsaMSc1";"First Stage Researcher (R1)";"FEUP";"Engineering, Other";"";"Portugal";"Porto";"mailto:recursoshumanos@fe.up.pt";"https://euraxess.ec.europa.eu/jobs/699835"
"Research Associate (Postdoc) on applied machine-learning and software engineering";"Established Researcher (R3) , Recognised Researcher (R2)";"University of Luxembourg";"Computer science";"40";"Luxembourg";"Kirchberg";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-99963&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/696137"
"154984 Tenure Track Assistant Professor/Associate Professor of Pharmacometrics";"Established Researcher (R3)";"University of Copenhagen";"Pharmacological sciences";"37";"Denmark";"Copenhagen";"https://candidate.hr-manager.net/ApplicationForm/ApplicationRedirection.aspx";"https://euraxess.ec.europa.eu/jobs/697891"
"post-doctoral researcher";"Established Researcher (R3)";"Free University of Bozen-Bolzano";"Environmental science, Earth science ,Environmental science, Ecology";"40";"Italy";"Bolzano";"https://www.unibz.it/en/home/position-calls/positions-for-academic-staff/5457-assestamento-forestale-e-selvicoltura-prof-comiti?group=16";"https://euraxess.ec.europa.eu/jobs/703264"
"Early Career Fellowship Programme 2021";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Medical sciences";"";"Italy";"Milano";"https://careers.humantechnopole.it/o/early-career-fellowship-2021";"https://euraxess.ec.europa.eu/jobs/701025"
"Senior Research Fellow at Department of the Built Environment";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Architecture ,Environmental science ,Geosciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268873/senior-research-fellow-at-department-of-the-built-environment/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/697619"
"Postdoctoral Fellow, Department of Building";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268150/postdoctoral-fellow-department-of-building/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694979"
"PhD Research Fellow in Informatics - Symbolic Algorithms";"First Stage Researcher (R1)";"University of Bergen";"Computer science, Informatics";"40";"Norway";"Bergen";"https://www.jobbnorge.no/en/available-jobs/job/212570/phd-research-fellow-in-informatics-symbolic-algorithms";"https://euraxess.ec.europa.eu/jobs/690191"
"Professor/Associate Professor/Assistant Professor in Statistics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/265748/-professor-associate-professor-assistant-professor-in-statistics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/683906"
"Scientist/Postdoctoral fellow - Computational photon science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Electron Synchrotron (DESY)";"Computer science ,Mathematics ,Physics";"";"Germany";"Hamburg";"https://www.desy.de/career/job_offers/index_eng.html?joboffer=129838";"https://euraxess.ec.europa.eu/jobs/610602"
"Scientist/Postdoctoral fellow - Computational photon science";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Elektronen-Synchrotron DESY";"Physics";"";"Germany";"Hamburg";"mailto:recruitment@desy.de";"https://euraxess.ec.europa.eu/jobs/610382"
"PhD Candidate for Fairness and Non-discrimination in Machine Learning for Information Retrieval and...";"First Stage Researcher (R1)";"Radboud University";"Physics";"";"Netherlands";"Nijmegen";"https://www.academictransfer.com/304867/phd-candidate-for-fairness-and-non-discrimination-in-machine-learning-for-information-retrieval-and-recommendation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/691877"
"PhD student positions in law and economics / PhD student positions in empirical political economy";"First Stage Researcher (R1)";"ETH Zurich";"Computer science, Programming ,Economics, Econometrics ,History, History of law ,Juridical sciences, Criminal law ,Juridical sciences, Environmental law ,Juridical sciences, European law ,Juridical sciences, Finance law ,Juridical sciences, International law ,Juridical sciences, Labour law ,Juridical sciences, Media law ,Juridical sciences, Mathematics, Statistics";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/phd-student-positions-in-law-and-economics-phd-student-positions-in-empirical-political-economy/165243";"https://euraxess.ec.europa.eu/jobs/703771"
"Multiple Open Fully Funded PhD Student Positions in Computer Vision, Image Processing and Machine... (# of pos: 8)";"First Stage Researcher (R1)";"University of Würzburg";"Computer science, Informatics";"39";"Germany";"Würzburg";"mailto:radu.timofte@uni-wuerzburg.de";"https://euraxess.ec.europa.eu/jobs/698860"
"Research Associate/Fellow (fixed term)";"Recognised Researcher (R2)";"University of Nottingham";"Computer science, Engineering, Systems engineering";"36.25";"United Kingdom";"Nottingham";"https://academicpositions.com/ad/university-of-nottingham/2021/research-associate-fellow-fixed-term/164607";"https://euraxess.ec.europa.eu/jobs/695750"
"60278: (Geo) computer scientist, data scientist, statistician or similar with Master (f/m/x) -...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Literature";"";"Germany";"Oberpfaffenhofen";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46834/";"https://euraxess.ec.europa.eu/jobs/696025"
"60278: (Geo) computer scientist, data scientist, statistician or similar with Master (f/m/x) -...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Oberpfaffenhofen";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/694824"
"Assistant Professor in Mathematics";"Established Researcher (R3) , Recognised Researcher (R2)";"University of Birmingham - HR Department";"Mathematics, Applied mathematics ,Mathematics, Computational mathematics";"37.5";"United Kingdom";"Birmingham";"https://bham.taleo.net/careersection/external/jobdetail.ftl?job=210001Y4&tz=GMT%2B01%3A00&tzname=Europe/London";"https://euraxess.ec.europa.eu/jobs/700481"
"1 fulltime PhD research position at Erasmus School of Law in Financial Technology and Law";"First Stage Researcher (R1)";"Erasmus University Rotterdam (EUR)";"Juridical sciences";"38.0";"Netherlands";"Rotterdam";"https://www.academictransfer.com/305706/1-fulltime-phd-research-position-at-erasmus-school-of-law-in-financial-technology-and-law/apply/#apply";"https://euraxess.ec.europa.eu/jobs/700606"
"Maitre de conférences / Professeur - Mathématiques";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3)";"Galatasaray University";"Computer science, Programming ,Mathematics, Algebra ,Mathematics, Algorithms ,Mathematics, Applied mathematics ,Mathematics, Combinatorial analysis ,Mathematics, Mathematical analysis";"40";"Turkey";"Istanbul";"mailto:ozelkalem@gsu.edu.tr";"https://euraxess.ec.europa.eu/jobs/696083"
"13 Marie Sklodowska-Curie PhD fellowships in Computational Physics and Engineering (ENGAGE) (# of pos: 13)";"First Stage Researcher (R1)";"The Cyprus Institute";"Chemistry, Computational chemistry ,Computer science ,Engineering, Chemical engineering ,Engineering, Materials engineering ,Engineering, Simulation engineering ,Mathematics ,Physics, Computational physics ,Physics, Quantum mechanics";"40";"Cyprus";"Nicosia";"https://engage.cyi.ac.cy/?page_id=36";"https://euraxess.ec.europa.eu/jobs/668423"
"PhD (f/m/d) Data-driven Continuum Modelling of Infected Cell Dynamics on the Tissue Scale / Master’...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR)";"Biological sciences ,Computer science ,Engineering ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Görlitz";"https://www.hzdr.de/job1302e";"https://euraxess.ec.europa.eu/jobs/703315"
"PhD (f/m/d) Deep Learning of Virus-Host Interactions from Time-Lapse Microscopy / Master’s degree...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR)";"Biological sciences ,Computer science ,Engineering ,Mathematics ,Medical sciences";"";"Germany";"Görlitz";"https://www.hzdr.de/job1300e";"https://euraxess.ec.europa.eu/jobs/703317"
"PhD (f/m/d) Generative Machine Learning of Time-Lapse Virological Imaging Data / Master’s degree in...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR)";"Biological sciences ,Computer science ,Engineering ,Mathematics ,Medical sciences";"";"Germany";"Görlitz";"https://www.hzdr.de/job1301e";"https://euraxess.ec.europa.eu/jobs/703316"
"PhD (f/m/d) Data-driven Continuum Modelling of Infected Cell Dynamics on the Tissue Scale / Master’...";"First Stage Researcher (R1)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR) - HZDR - Helmholtz Association";"";"";"Germany";"Görlitz";"mailto:personal@hzdr.de";"https://euraxess.ec.europa.eu/jobs/703225"
"Lecturer/Associate Professor in Quantitative Ecology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University College London (UCL)";"Biological sciences ,Computer science ,Engineering ,Environmental science ,Geography ,Mathematics";"";"United Kingdom";"London";"https://atsv7.wcn.co.uk/saf/login.cgi?owner=5041178&ownertype=fair&jcode=1879826&external=262662";"https://euraxess.ec.europa.eu/jobs/703913"
"Senior Lecturers in Information Systems";"Established Researcher (R3)";"Luleå University of Technology";"Information science, Other";"";"Sweden";"Luleå";"https://www.ltu.se/ltu/Lediga-jobb?l=en&rmpage=job&rmjob=5137";"https://euraxess.ec.europa.eu/jobs/702551"
"Postdoc­toral Re­searcher, Computational His­tory/Digital Hu­man­it­ies";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF HELSINKI";"Engineering ,History ,Mathematics ,Philosophy ,Religious sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268766/postdoc-toral-re-searcher-computational-his-tory-digital-hu-man-it-ies/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/697418"
"Associate Professor/Senior Lecturer/Lecturer, Business Analytics, School of Computing";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Management sciences ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268353/associate-professor-senior-lecturer-lecturer-business-analytics-school-of-computing/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695923"
"Lecturer, FinTech, School of Computing, Advanced Computing for Executives Unit";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Management sciences ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267890/lecturer-fintech-school-of-computing-advanced-computing-for-executives-unit/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694301"
"Post Doc Epidemiology (f/m/x) 1992/2021/8";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Center for Neurodegenerative Diseases within the Helmholtz Association (DZNE)";"Biological sciences ,Mathematics ,Medical sciences ,Psychological sciences";"";"Germany";"Bonn";"https://jobs.dzne.de/en/p/helmholz/jobs/70823/post-doc-epidemiology-fmx-199220218";"https://euraxess.ec.europa.eu/jobs/684374"
"Postdoc in Computational and Systems Neuroscience";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Mathematics ,Neurosciences ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021-323-EN-INM-6.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684540"
"Postdoc in Computational and Systems Neuroscience";"Recognised Researcher (R2) , Established Researcher (R3)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/672672"
"Postdoc­toral Re­search­er/University Re­search­er";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF HELSINKI";"Economics ,Ethics in social sciences ,Mathematics ,Sociology";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269659/postdoc-toral-re-search-er-university-re-search-er/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/700908"
"1 (one) Research fellowship for PhD Student";"First Stage Researcher (R1)";"FCiências.ID";"Computer science, Informatics";"";"Portugal";"Lisboa";"mailto:lasige-candidaturas@listas.di.ciencias.ulisboa.pt";"https://euraxess.ec.europa.eu/jobs/696813"
"RESEARCH ASSISTANT/ASSISTANT PPROFESSOR in Department of Management in Networked and Digital...";"First Stage Researcher (R1)";"Akademia Leona Koźmińskiego";"Computer science, Sociology";"40";"Poland";"Warsaw";"https://form.jotform.com/212803272989363";"https://euraxess.ec.europa.eu/jobs/695432"
"PhD Student - Department of Electronics and Information Systems";"First Stage Researcher (R1)";"Ghent University";"Computer science, Informatics ,Computer science, Mathematics, Computational mathematics";"38";"Belgium";"Gent";"https://academicpositions.com/ad/ghent-university/2021/phd-student-department-of-electronics-and-information-systems/164423";"https://euraxess.ec.europa.eu/jobs/694661"
"Eventmanager for Helmholtz AI (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Communication sciences ,Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/592cbb6ca38bb1188d67346fceaa6ed19738bc34?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684300"
"Research Associate (Postdoc) on applied machine-learning and software engineering";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg";"Computer science ,Engineering ,Juridical sciences ,Literature ,Mathematics";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=99962&nPostingId=68696";"https://euraxess.ec.europa.eu/jobs/702039"
"University Assistant (prae doc)";"First Stage Researcher (R1)";"Faculty of Computer Science";"Computer science, Other";"30";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/664931"
"Detection, classification and localisation of pollutants in air and liquids.";"Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Université Grenoble Alpes";"Geosciences, Other";"35";"France";"Saint Martin d&#039;Hères";"mailto:gaelle.uzu@univ-grenoble-alpes.fr";"https://euraxess.ec.europa.eu/jobs/698071"
"Researcher learning methods for hadrontherapy (M/F)";"Recognised Researcher (R2)";"CNRS";"Physics";"35";"France";"MARSEILLE 09";"https://emploi.cnrs.fr/Candidat/Offre/UMR7346-ANNPOR-065/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/690540"
"PhD in Innovation & Operations Management with a focus on Knowledge Productivity";"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/301725/phd-in-innovation-operations-management-with-a-focus-on-knowledge-productivity/apply/#apply";"https://euraxess.ec.europa.eu/jobs/651831"
"Software Developer for cloud-based data analysis (f/m/d)";"First Stage Researcher (R1)";"European XFEL";"Computer science, Programming ,Engineering, Physics";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/E-299-software-developer-for-cloud-based-data-anal/Init/1-804.html";"https://euraxess.ec.europa.eu/jobs/703969"
"Data Analysis Software Developer (f/m/d) for Instrument Support";"First Stage Researcher (R1) , Recognised Researcher (R2)";"European XFEL";"Computer science ,Physics";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/E-287-data-analysis-software-developer-fmd-for-ins/Init/1-797.html";"https://euraxess.ec.europa.eu/jobs/703379"
"Postdoctoral Researcher Fellow in Industrial Systems Safety, Optimization and Control";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"ZHEJIANG UNIVERSITY";"Biological sciences ,Chemistry ,Engineering ,Mathematics ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270258/postdoctoral-researcher-fellow-in-industrial-systems-safety-optimization-and-control/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/703183"
"Lecturer of Business Data Analytics (# of pos: 2)";"Recognised Researcher (R2)";"University of Tartu";"Computer science";"40";"Estonia";"Tartu";"mailto:personal@ut.ee";"https://euraxess.ec.europa.eu/jobs/702783"
"Research Assistant Position in applied microeconomics and econometrics";"First Stage Researcher (R1)";"ETH Zurich";"Economics, Econometrics";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/research-assistant-position-in-applied-microeconomics-and-econometrics/165241";"https://euraxess.ec.europa.eu/jobs/703769"
"CTC, Research Associate";"Recognised Researcher (R2) , Established Researcher (R3)";"UNIVERSITY OF SYDNEY";"Biological sciences ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270049/ctc-research-associate/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/702941"
"Public Funding & Grants Expert";"Recognised Researcher (R2)";"University of Antwerp";"Computer science, Economics, Management studies";"38";"Belgium";"Antwerpen";"https://academicpositions.com/ad/university-of-antwerp/2021/public-funding-grants-expert/165078";"https://euraxess.ec.europa.eu/jobs/701045"
"Data/Reporting Analyst Department of Process Modelling and Artifical Intelligence Institute for...";"First Stage Researcher (R1)";"Institute for Nanomaterials, Advanced Technologies and Innovation, Technical University of Liberec";"Computer science, Computer systems";"";"Czech Republic";"";"mailto:volnamista@tul.cz";"https://euraxess.ec.europa.eu/jobs/698648"
"W2 Professorship (f/m/d) in the subject area Theoretical Solid State Physics";"Leading Researcher (R4) , Established Researcher (R3)";"University of Bremen";"Physics, Solid state physics";"";"Germany";"Bremen";"mailto:P249-21@fb1.uni-bremen.de";"https://euraxess.ec.europa.eu/jobs/698356"
"Experienced Python Developer";"Established Researcher (R3)";"University of Luxembourg";"Computer science, Computer architecture";"";"Luxembourg";"";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P8SFK026203F3VBQB7V7VV4FL-100161&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/698128"
"W 3-Professorship in Marine Meteorology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Centre for Ocean Research Kiel (GEOMAR)";"Mathematics ,Physics ,Technology";"";"Germany";"Kiel";"https://www.geomar.de/en/karriere/job-single-en/w-3-professorship-in-marine-meteorology";"https://euraxess.ec.europa.eu/jobs/697766"
"Developing Deep Learning Models And Tools To Score Plant Cell Death And Disease Lesion Severity (...";"First Stage Researcher (R1)";"University of East Anglia";"Agricultural sciences ,Biological sciences ,Computer science";"";"United Kingdom";"Norwich";"https://www.uea.ac.uk/apply/postgraduate/research";"https://euraxess.ec.europa.eu/jobs/697191"
"Senior Machine Learning Engineer (# of pos: 2)";"First Stage Researcher (R1) , Established Researcher (R3)";"ARQUIMEA GROUP";"Engineering, Electronic engineering ,Mathematics, Algorithms";"40";"Spain";"San Cristóbal de La Laguna";"https://arquimea.bamboohr.com/jobs/view.php?id=127";"https://euraxess.ec.europa.eu/jobs/696648"
"Senior Data Scientist (# of pos: 2)";"First Stage Researcher (R1) , Established Researcher (R3)";"ARQUIMEA GROUP";"Mathematics, Statistics ,Physics";"40";"Spain";"San Cristóbal de La Laguna";"https://arquimea.bamboohr.com/jobs/view.php?id=128";"https://euraxess.ec.europa.eu/jobs/696645"
"Postdoctoral Positions in Computer Vision, Image Processing and Machine Learning (# of pos: 2)";"Recognised Researcher (R2)";"University of Würzburg";"Computer science, Informatics";"40";"Germany";"Würzburg";"mailto:radu.timofte@uni-wuerzburg.de";"https://euraxess.ec.europa.eu/jobs/696273"
"Junior Research Engineer in Natural Language Processing";"First Stage Researcher (R1)";"ETH Zurich";"Computer science, Programming ,Engineering, Electrical engineering ,Language sciences, Linguistics ,Language sciences, Other";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/junior-research-engineer-in-natural-language-processing/164630";"https://euraxess.ec.europa.eu/jobs/696230"
"W 3-Professorship in Marine Meteorology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Centre for Ocean Research Kiel (GEOMAR)";"Mathematics ,Physics ,Technology";"";"Germany";"Kiel";"mailto:berufungen@mnf.uni-kiel.de";"https://euraxess.ec.europa.eu/jobs/697059"
"Research Fellow, Department of Architecture";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Geography";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268354/research-fellow-department-of-architecture/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695924"
"Hosting Institution for the Chinese Scientific Council (CSC China) PhD scholarships programme 2022 (# of pos: 2)";"First Stage Researcher (R1)";"Ghent University";"Computer science, Modelling tools ,Computer science, Physics, Statistical physics";"38";"Belgium";"Ghent";"mailto:luis.rocha@ugent.be";"https://euraxess.ec.europa.eu/jobs/692608"
"PhD Position - Impact of High-Frequency Demand and Supply Fluctuations on Energy System Design and...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/690550"
"Assistant Professor of Intelligent Systems";"Established Researcher (R3)";"University of Southern Denmark";"Engineering, Electrical engineering";"37";"Denmark";"Sønderborg";"https://www.sdu.dk/en/service/ledige_stillinger/vip";"https://euraxess.ec.europa.eu/jobs/689881"
"Lecturer/Senior Lecturer in Biomathematics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Imperial College London (ICL)";"Biological sciences ,Computer science ,Engineering ,Mathematics ,Medical sciences ,Physics";"";"United Kingdom";"London";"https://www.imperial.ac.uk/jobs/description/NAT00999/lecturersenior-lecturer-biomathematics?ICLSESS=zkpCjR6ypmIiPTlDVCGWGigySf_p-yBWE0Wq9I5o4i4";"https://euraxess.ec.europa.eu/jobs/690049"
"PhD Position in the field of bacterial metagenomic analysis";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/690017"
"Scientific-full-stack Java software developer";"Recognised Researcher (R2) , Established Researcher (R3)";"University of Luxembourg";"Computer science, Other";"";"Luxembourg";"Belval";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=P8SFK026203F3VBQB7V7VV4FL-98539";"https://euraxess.ec.europa.eu/jobs/686814"
"59502: Computer scientist (f/m/x) - Lead of the research group “Data access and processing”";"Leading Researcher (R4)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Jena";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/681848"
"Chair Professor/Professor/Associate/Assistant Professor in Artificial Intelligence & Future Networks";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/241186/chair-professor-professor-associate-assistant-professor-in-artificial-intelligence-and-future-networks/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/678796"
"Research Assistant Professor in AI and Computer Vision for Smart Cities";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"THE HONG KONG POLYTECHNIC UNIVERSITY";"Environmental science ,Geography ,Geosciences";"";"Hong Kong";"Hong Kong";"https://www.timeshighereducation.com/unijobs/listing/258240/research-assistant-professor-in-ai-and-computer-vision-for-smart-cities/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/678801"
"Research Assistant Professor in Applied Statistics and Financial Mathematics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"THE HONG KONG POLYTECHNIC UNIVERSITY";"Mathematics ,Physics";"";"Hong Kong";"Hong Kong (HK)";"https://www.timeshighereducation.com/unijobs/listing/262296/research-assistant-professor-in-applied-statistics-and-financial-mathematics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/679067"
"Research Associate in data analysis";"First Stage Researcher (R1)";"University of Luxembourg";"Computer science ,Engineering";"40";"Luxembourg";"Kirchberg";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=P4CFK026203F3VBQB7V7VV4AO-100808";"https://euraxess.ec.europa.eu/jobs/674744"
"Postdoc – Transfer Learning Methods for Deep Learning in Scientific Applications";"Recognised Researcher (R2) , Established Researcher (R3)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/673970"
"Links between soil degradation and farmland biodiversity declines. (GILROY_UENV22ARIES)";"First Stage Researcher (R1)";"University of East Anglia";"Agricultural sciences ,Biological sciences ,Environmental science";"";"United Kingdom";"Norwich";"https://www.uea.ac.uk/apply/postgraduate/research";"https://euraxess.ec.europa.eu/jobs/698882"
